wl,avg.uv.1,avg.uv.2,avg.uv.3,avg.uv.4,cyanistes.caeruleus.1,cyanistes.caeruleus.2,cyanistes.caeruleus.3,cyanistes.caeruleus.4,sturnus.vulgaris.1,sturnus.vulgaris.2,sturnus.vulgaris.3,sturnus.vulgaris.4,avg.v.1,avg.v.2,avg.v.3,avg.v.4,pavo.cristatus.1,pavo.cristatus.2,pavo.cristatus.3,pavo.cristatus.4,cyanistes.caeruleus.dc,gallus.gallus.ach.1,sturnus.vulgaris.ach.1,apis.mellifera.f.1,apis.mellifera.f.2,apis.mellifera.f.3,canis.familiaris.1,canis.familiaris.2,canis.familiaris.ach.1,cie.2deg.1,cie.2deg.2,cie.2deg.3,cie.10deg.1,cie.10deg.2,cie.10deg.3,musca.domestica.1,musca.domestica.2,musca.domestica.3,musca.domestica.4,musca.domestica.ach.1,ctenophorus.sp.1,ctenophorus.sp.2,ctenophorus.sp.3,habronattus.sp.1,habronattus.sp.2,habronattus.sp.3,rhinecanthus.aculeatus.1,rhinecanthus.aculeatus.2,rhinecanthus.aculeatus.3,rhinecanthus.aculeatus.ach.1,notonecta.undulata.1,notonecta.undulata.2,notonecta.undulata.3,notonecta.isulata.1,notonecta.isulata.2,notonecta.isulata.3,notonecta.irrogata.1,notonecta.irrogata.2,notonecta.irrogata.3,notonecta.glauca.1,notonecta.glauca.2,notonecta.glauca.3,gryllus.bimaculatus.1,gryllus.bimaculatus.2,gryllus.bimaculatus.3,gryllus.campestris.1,gryllus.campestris.2,gryllus.campestris.3,locusta.migratoria.1,locusta.migratoria.2,locusta.migratoria.3,periplaneta.americana.1,periplaneta.americana.2,melipona.quadrifasciata.1,melipona.quadrifasciata.2,melipona.quadrifasciata.3,melipona.marginata.1,melipona.marginata.2,melipona.marginata.3,schwarziana.sp.1,schwarziana.sp.2,schwarziana.sp.3,trigona.spinipes.1,trigona.spinipes.2,trigona.spinipes.3,bombus.terrestris.1,bombus.terrestris.2,bombus.terrestris.3,bombus.lapidarius.1,bombus.lapidarius.2,bombus.lapidarius.3,bombus.monticola.1,bombus.monticola.2,bombus.monticola.3,bombus.jonelus.1,bombus.jonelus.2,bombus.jonelus.3,bombus.morio.1,bombus.morio.2,bombus.morio.3,melecta.punctata.1,melecta.punctata.2,melecta.punctata.3,anthophora.acervorum.1,anthophora.acervorum.2,anthophora.acervorum.3,proxylocopa.sp.1,proxylocopa.sp.2,proxylocopa.sp.3,xylocopa.brasilianorum.1,xylocopa.brasilianorum.2,xylocopa.brasilianorum.3,osmia.rufa.1,osmia.rufa.2,osmia.rufa.3,anthidium.manicatum.1,anthidium.manicatum.2,anthidium.manicatum.3,oxaea.flavescens.1,oxaea.flavescens.2,oxaea.flavescens.3,andrena.florea.1,andrena.florea.2,andrena.florea.3,philanthus.triangulum.1,philanthus.triangulum.2,philanthus.triangulum.3,paravespula.germanica.1,paravespula.germanica.2,paravespula.germanica.3,paravespula.vulgaris.1,paravespula.vulgaris.2,paravespula.vulgaris.3,vespa.crabro.f.1,vespa.crabro.f.2,vespa.crabro.f.3,vespa.crabro.m.1,vespa.crabro.m.2,vespa.crabro.m.3,polistes.dominulus.1,polistes.dominulus.2,polistes.dominulus.3,bombus.distinguendis.1,bombus.distinguendis.2,bombus.distinguendis.3,bombus.hortorum.1,bombus.hortorum.2,bombus.hortorum.3,apis.mellifera.m.1,apis.mellifera.m.2,apis.mellifera.m.3,papilio.xuthus.1,papilio.xuthus.2,papilio.xuthus.3,papilio.xuthus.4,papilio.xuthus.5,apodemia.mormo.1,apodemia.mormo.2,apodemia.mormo.3,apodemia.mormo.4,celastrina.argiolus.1,celastrina.argiolus.2,celastrina.argiolus.3,pseudozizeeria.maho.1,pseudozizeeria.maho.2,pseudozizeeria.maho.3,lycaena.rubidus.1,lycaena.rubidus.2,lycaena.rubidus.3,lycaena.rubidus.4
469,2.79E-06,0.014485341,0,0,5.66E-06,0.01350257,0,0,0,0.012056084,0,0,0.002055,0.017998491,0,0,0.005220259,0.016496296,1.05E-05,2.14E-07,0.001845457,0.001742031,0.001449055,0.000205677,0.005539685,0.002781116,0.004601597,0.001886326,0.006623153,0.19,0.125,1.29,0.204,0.194,1.37,8.16E-05,0.00140243,0.008263633,0.001199715,0.004495762,0.006404536,0.006801412,0.001311987,6.86E-05,0.003322869,0.000653442,0.004576025,0.009867323,0.00406612,0.006674559,6.11E-06,0.00815271,0.004243635,6.11E-06,0.00815271,0.004243635,6.11E-06,0.00815271,0.004243635,9.95E-08,0.002666083,0.001430132,6.03E-09,0.007138339,0.004697358,2.04E-08,0.006241581,0.004243635,5.08E-07,0.004601597,0.003412159,1.16E-06,0.00545851,8.47E-08,0.003817984,0.003813843,2.04E-08,0.007716816,0.002703325,7.22E-08,0.007981806,0.00398259,8.47E-08,0.007138339,0.003185879,1.10E-08,0.004210937,0.003490092,2.39E-08,0.007138339,0.002703325,5.25E-08,0.007138339,0.003041436,2.39E-08,0.007138339,0.002577377,8.47E-08,0.007138339,0.002768296,1.10E-08,0.004210937,0.002703325,7.22E-08,0.007138339,0.003897666,1.50E-08,0.007138339,0.003897666,7.06E-07,0.007138339,0.002834596,1.90E-07,0.007138339,0.001978627,2.63E-07,0.007138339,0.003335468,2.66E-06,0.005545488,0.002971172,7.22E-08,0.007138339,0.003490092,1.37E-07,0.007138339,0.003490092,6.15E-08,0.007138339,0.003113009,5.25E-08,0.007138339,0.003335468,1.10E-08,0.007138339,0.003490092,1.10E-08,0.007138339,0.002577377,3.65E-07,0.00823684,0.003649608,3.65E-07,0.00823684,0.003649608,1.62E-07,0.005725502,0.002456747,5.25E-08,0.007138339,0.003490092,5.08E-07,0.000319765,0.00835576,0.004243635,0.000834091,2.04E-08,0.007716816,0.005652611,0.000834091,1.40E-05,0.006404536,0.001676567,0.000319765,0.004243635,0.001099268,5.08E-07,0.005901746,0.006138198,0.001399123
470,2.49E-06,0.014267111,0,0,5.04E-06,0.013402551,0,0,0,0.011904535,0,0,0.00189825,0.018454901,0,0,0.004980247,0.016896206,1.07E-05,2.19E-07,0.001890176,0.001785415,0.001481535,0.000199523,0.005389881,0.002844813,0.004415344,0.001933536,0.00673485,0.181,0.13,1.25,0.191,0.2,1.31,8.12E-05,0.00137994,0.008221764,0.001224788,0.004513441,0.006235142,0.006878654,0.001340484,6.86E-05,0.003376811,0.000630105,0.004309984,0.009937938,0.004161686,0.006759219,5.43E-06,0.008178278,0.004330274,5.43E-06,0.008178278,0.004330274,5.43E-06,0.008178278,0.004330274,8.91E-08,0.002505721,0.00146297,5.43E-09,0.006990635,0.004786465,1.83E-08,0.006068805,0.004330274,4.53E-07,0.004415344,0.003490233,1.03E-06,0.005548162,7.59E-08,0.003636529,0.003896713,1.83E-08,0.007597107,0.002769765,6.47E-08,0.007880786,0.004067106,7.59E-08,0.006990635,0.003260693,9.92E-09,0.004026195,0.003569195,2.14E-08,0.006990635,0.002769765,4.70E-08,0.006990635,0.003113952,2.14E-08,0.006990635,0.002641293,7.59E-08,0.006990635,0.002835981,9.92E-09,0.004026195,0.002769765,6.47E-08,0.006990635,0.003981381,1.35E-08,0.006990635,0.003981381,6.30E-07,0.006990635,0.002903513,1.70E-07,0.006990635,0.00202838,2.35E-07,0.006990635,0.003412484,2.37E-06,0.005362806,0.003042506,6.47E-08,0.006990635,0.003569195,1.23E-07,0.006990635,0.003569195,5.51E-08,0.006990635,0.003186685,4.70E-08,0.006990635,0.003412484,9.92E-09,0.006990635,0.003569195,9.92E-09,0.006990635,0.002641293,3.26E-07,0.008161644,0.003730668,3.26E-07,0.008161644,0.003730668,1.45E-07,0.005544733,0.002518107,4.70E-08,0.006990635,0.003569195,4.53E-07,0.000286863,0.008299857,0.004330274,0.000839152,1.83E-08,0.007597107,0.005741631,0.000839152,1.24E-05,0.006235142,0.001717576,0.000286863,0.004330274,0.001118979,4.53E-07,0.005723272,0.006224079,0.001430852
471,2.22E-06,0.014036811,0,0,4.49E-06,0.013202512,0,0,0,0.011746298,0,0,0.00175011,0.018853041,0,0,0.004750236,0.017396094,1.08E-05,2.24E-07,0.001935701,0.001832137,0.001514016,0.000193369,0.005240077,0.00290851,0.004230853,0.001982096,0.006845558,0.171,0.135,1.2,0.178,0.206,1.25,8.09E-05,0.001357647,0.008174295,0.001251666,0.004529946,0.006063648,0.006953779,0.001370224,6.86E-05,0.003452331,0.000606768,0.004053991,0.010002929,0.004258058,0.006841855,4.83E-06,0.008199356,0.004417213,4.83E-06,0.008199356,0.004417213,4.83E-06,0.008199356,0.004417213,7.98E-08,0.002350841,0.001497095,4.89E-09,0.006839162,0.004875528,1.65E-08,0.005894297,0.004417213,4.05E-07,0.004230853,0.003569148,9.22E-07,0.005637122,6.80E-08,0.003458398,0.003980179,1.65E-08,0.007472377,0.002837382,5.80E-08,0.007774251,0.004152105,6.80E-08,0.006839162,0.00333647,8.92E-09,0.003843999,0.003649093,1.92E-08,0.006839162,0.002837382,4.22E-08,0.006839162,0.0031875,1.92E-08,0.006839162,0.002706431,6.80E-08,0.006839162,0.002904819,8.92E-09,0.003843999,0.002837382,5.80E-08,0.006839162,0.004065636,1.21E-08,0.006839162,0.004065636,5.62E-07,0.006839162,0.002973556,1.52E-07,0.006839162,0.002079478,2.10E-07,0.006839162,0.003490382,2.11E-06,0.005179921,0.003114906,5.80E-08,0.006839162,0.003649093,1.10E-07,0.006839162,0.003649093,4.94E-08,0.006839162,0.003261359,4.22E-08,0.006839162,0.003490382,8.92E-09,0.006839162,0.003649093,8.92E-09,0.006839162,0.002706431,2.92E-07,0.008080582,0.003812428,2.92E-07,0.008080582,0.003812428,1.29E-07,0.005363373,0.002580725,4.22E-08,0.006839162,0.003649093,4.05E-07,0.000257175,0.008238039,0.004417213,0.000845028,1.65E-08,0.007472377,0.005829777,0.000845028,1.10E-05,0.006063648,0.001759924,0.000257175,0.004417213,0.001139807,4.05E-07,0.005543821,0.006308603,0.001463858
472,1.98E-06,0.013795071,0,0,4.00E-06,0.013102493,0,0,0,0.011574951,0,0,0.00161055,0.019193171,0,0,0.004510224,0.017796004,1.10E-05,2.29E-07,0.001982699,0.001878858,0.001546497,0.000187214,0.005090273,0.002972207,0.00404846,0.002031993,0.006955171,0.16,0.139,1.15,0.165,0.212,1.19,8.05E-05,0.00133542,0.008121071,0.001280573,0.004545068,0.005890419,0.007026681,0.00140121,6.86E-05,0.003560216,0.000583431,0.003806026,0.01006316,0.004355295,0.006922473,4.30E-06,0.008215835,0.004504377,4.30E-06,0.008215835,0.004504377,4.30E-06,0.008215835,0.004504377,7.15E-08,0.002201621,0.001532508,4.41E-09,0.00668424,0.004964463,1.48E-08,0.005718425,0.004504377,3.62E-07,0.00404846,0.003648844,8.22E-07,0.005725295,6.09E-08,0.003283889,0.004064172,1.48E-08,0.007342867,0.002906137,5.20E-08,0.00766238,0.004237517,6.09E-08,0.00668424,0.003413156,8.03E-09,0.003664669,0.003729726,1.73E-08,0.00668424,0.002906137,3.78E-08,0.00668424,0.003262034,1.73E-08,0.00668424,0.002772755,6.09E-08,0.00668424,0.002974767,8.03E-09,0.003664669,0.002906137,5.20E-08,0.00668424,0.004150363,1.09E-08,0.00668424,0.004150363,5.02E-07,0.00668424,0.003044681,1.36E-07,0.00668424,0.002131906,1.88E-07,0.00668424,0.003569107,1.88E-06,0.0049972,0.003188326,5.20E-08,0.00668424,0.003729726,9.86E-08,0.00668424,0.003729726,4.43E-08,0.00668424,0.003336983,3.78E-08,0.00668424,0.003569107,8.03E-09,0.00668424,0.003729726,8.03E-09,0.00668424,0.002772755,2.61E-07,0.007993752,0.003894823,2.61E-07,0.007993752,0.003894823,1.16E-07,0.005181791,0.00264457,3.78E-08,0.00668424,0.003729726,3.62E-07,0.000230422,0.008170349,0.004504377,0.000851729,1.48E-08,0.007342867,0.005916954,0.000851729,9.82E-06,0.005890419,0.001803606,0.000230422,0.004504377,0.001161764,3.62E-07,0.005363764,0.00639167,0.001498142
473,1.77E-06,0.013542571,0,0,3.56E-06,0.012902455,0,0,0,0.011400445,0,0,0.00147946,0.019476011,0,0,0.004290213,0.018095937,1.11E-05,2.34E-07,0.002031082,0.001925579,0.001578977,0.00018106,0.004940469,0.003035904,0.003868489,0.002083211,0.007063584,0.15,0.144,1.1,0.153,0.218,1.13,8.02E-05,0.00131313,0.008061933,0.001311735,0.0045586,0.005715818,0.007097252,0.001433446,6.86E-05,0.003657313,0.000560093,0.003567999,0.010120911,0.004454572,0.00700291,3.83E-06,0.008227614,0.004591688,3.83E-06,0.008227614,0.004591688,3.83E-06,0.008227614,0.004591688,6.41E-08,0.002058213,0.001569209,3.97E-09,0.006526201,0.005053188,1.33E-08,0.005541553,0.004591688,3.23E-07,0.003868489,0.003729263,7.34E-07,0.00581259,5.47E-08,0.003113283,0.004148626,1.33E-08,0.007208831,0.002975991,4.66E-08,0.007545371,0.00432327,5.47E-08,0.006526201,0.003490698,7.23E-09,0.003488509,0.003811033,1.55E-08,0.006526201,0.002975991,3.40E-08,0.006526201,0.003337502,1.55E-08,0.006526201,0.002840229,5.47E-08,0.006526201,0.003045785,7.23E-09,0.003488509,0.002975991,4.66E-08,0.006526201,0.004235491,9.80E-09,0.006526201,0.004235491,4.48E-07,0.006526201,0.003116845,1.22E-07,0.006526201,0.002185645,1.68E-07,0.006526201,0.0036486,1.67E-06,0.004814999,0.003262716,4.66E-08,0.006526201,0.003811033,8.83E-08,0.006526201,0.003811033,3.98E-08,0.006526201,0.003413502,3.40E-08,0.006526201,0.0036486,7.23E-09,0.006526201,0.003811033,7.23E-09,0.006526201,0.002840229,2.33E-07,0.007901271,0.003977789,2.33E-07,0.007901271,0.003977789,1.04E-07,0.005000346,0.002709609,3.40E-08,0.006526201,0.003811033,3.23E-07,0.000206342,0.008096843,0.004591688,0.000859271,1.33E-08,0.007208831,0.006003068,0.000859271,8.73E-06,0.005715818,0.001848613,0.000206342,0.004591688,0.001184858,3.23E-07,0.005183464,0.006473179,0.001533705
474,1.58E-06,0.013279981,0,0,3.18E-06,0.012702417,0,0,0,0.011218855,0,0,0.0013567,0.019702661,0,0,0.004060202,0.018295892,1.12E-05,2.40E-07,0.00208017,0.0019723,0.001610898,0.00017476,0.004791435,0.00310433,0.00369125,0.002135736,0.007170689,0.14,0.149,1.05,0.14,0.225,1.07,7.98E-05,0.001290648,0.007996725,0.001345378,0.004570335,0.005540208,0.007165382,0.001466935,6.86E-05,0.003743621,0.000536756,0.003341822,0.010178462,0.004557062,0.007085003,3.41E-06,0.008234595,0.00467907,3.41E-06,0.008234595,0.00467907,3.41E-06,0.008234595,0.00467907,5.75E-08,0.001920732,0.001607197,3.58E-09,0.00636538,0.005141617,1.20E-08,0.005364044,0.00467907,2.89E-07,0.00369125,0.003810342,6.55E-07,0.005898913,4.90E-08,0.002946841,0.004233469,1.20E-08,0.00707054,0.003046899,4.18E-08,0.007423439,0.004409291,4.90E-08,0.00636538,0.00356904,6.51E-09,0.003315808,0.003892951,1.40E-08,0.00636538,0.003046899,3.05E-08,0.00636538,0.003413853,1.40E-08,0.00636538,0.002908813,4.90E-08,0.00636538,0.003117828,6.51E-09,0.003315808,0.003046899,4.18E-08,0.00636538,0.004320948,8.82E-09,0.00636538,0.004320948,4.01E-07,0.00636538,0.003190001,1.09E-07,0.00636538,0.002240678,1.51E-07,0.00636538,0.003728803,1.49E-06,0.004633665,0.003338028,4.18E-08,0.00636538,0.003892951,7.92E-08,0.00636538,0.003892951,3.57E-08,0.00636538,0.003490863,3.05E-08,0.00636538,0.003728803,6.51E-09,0.00636538,0.003892951,6.51E-09,0.00636538,0.002908813,2.09E-07,0.007803273,0.004061259,2.09E-07,0.007803273,0.004061259,9.30E-08,0.004819392,0.002775808,3.05E-08,0.00636538,0.003892951,2.89E-07,0.000184693,0.008017599,0.00467907,0.000867666,1.20E-08,0.00707054,0.006088023,0.000867666,7.77E-06,0.005540208,0.001894935,0.000184693,0.00467907,0.001209097,2.89E-07,0.005003278,0.00655303,0.001570548
475,1.41E-06,0.013007981,0,0,2.84E-06,0.012502379,0,0,0,0.011034478,0,0,0.00124205,0.019874571,0,0,0.003840191,0.018595825,1.14E-05,2.46E-07,0.002130969,0.002019021,0.001642733,0.00016846,0.004642402,0.003172755,0.003517037,0.002189548,0.007276381,0.129,0.154,0.999,0.128,0.231,1.01,7.95E-05,0.001267845,0.007925289,0.001381725,0.004580065,0.005363945,0.007230965,0.001501677,6.86E-05,0.003873084,0.000536756,0.003129404,0.010238092,0.004663941,0.007170591,3.04E-06,0.008236686,0.004766445,3.04E-06,0.008236686,0.004766445,3.04E-06,0.008236686,0.004766445,5.16E-08,0.001789268,0.001646469,3.23E-09,0.00620212,0.005229668,1.08E-08,0.005186252,0.004766445,2.59E-07,0.003517037,0.00389202,5.86E-07,0.005984171,4.40E-08,0.002784806,0.004318631,1.08E-08,0.006928276,0.003118819,3.76E-08,0.007296815,0.004495505,4.40E-08,0.00620212,0.003648124,5.87E-09,0.003146838,0.003975415,1.26E-08,0.00620212,0.003118819,2.74E-08,0.00620212,0.003491033,1.26E-08,0.00620212,0.002978469,4.40E-08,0.00620212,0.003190849,5.87E-09,0.003146838,0.003118819,3.76E-08,0.00620212,0.004406663,7.95E-09,0.00620212,0.004406663,3.58E-07,0.00620212,0.0032641,9.79E-08,0.00620212,0.002296983,1.35E-07,0.00620212,0.003809654,1.33E-06,0.004453536,0.003414209,3.76E-08,0.00620212,0.003975415,7.10E-08,0.00620212,0.003975415,3.21E-08,0.00620212,0.003569012,2.74E-08,0.00620212,0.003809654,5.87E-09,0.00620212,0.003975415,5.87E-09,0.00620212,0.002978469,1.87E-07,0.00769991,0.004145165,1.87E-07,0.00769991,0.004145165,8.33E-08,0.004639272,0.002843129,2.74E-08,0.00620212,0.003975415,2.59E-07,0.000165248,0.00793271,0.004766445,0.000876925,1.08E-08,0.006928276,0.006171725,0.000876925,6.92E-06,0.005363945,0.001942564,0.000165248,0.004766445,0.001234487,2.59E-07,0.004823553,0.006631123,0.001608668
476,1.26E-06,0.012727271,0,0,2.53E-06,0.012302341,0,0,0,0.010847891,0,0,0.00113528,0.019993451,0,0,0.00363018,0.018695802,1.15E-05,2.52E-07,0.002182823,0.002070748,0.001674567,0.00016216,0.004493369,0.003241181,0.003346131,0.002244629,0.00738055,0.119,0.158,0.947,0.117,0.238,0.954,7.91E-05,0.001245091,0.007844921,0.001417358,0.004588452,0.00518738,0.007293892,0.001537673,6.86E-05,0.003937815,0.000490082,0.00292991,0.010310113,0.004778508,0.007264756,2.71E-06,0.008233804,0.004853733,2.71E-06,0.008233804,0.004853733,2.71E-06,0.008233804,0.004853733,4.63E-08,0.001663875,0.001687021,2.92E-09,0.006036764,0.005317254,9.71E-09,0.005008527,0.004853733,2.31E-07,0.003346131,0.003974232,5.23E-07,0.006068271,3.95E-08,0.002627401,0.004404041,9.71E-09,0.006782333,0.003191704,3.37E-08,0.007165744,0.004581839,3.95E-08,0.006036764,0.003727893,5.29E-09,0.002981853,0.00405836,1.13E-08,0.006036764,0.003191704,2.46E-08,0.006036764,0.003568987,1.13E-08,0.006036764,0.003049153,3.95E-08,0.006036764,0.003264801,5.29E-09,0.002981853,0.003191704,3.37E-08,0.006036764,0.004492562,7.16E-09,0.006036764,0.004492562,3.21E-07,0.006036764,0.003339095,8.78E-08,0.006036764,0.002354537,1.21E-07,0.006036764,0.003891092,1.19E-06,0.004274937,0.003491207,3.37E-08,0.006036764,0.00405836,6.37E-08,0.006036764,0.00405836,2.88E-08,0.006036764,0.003647891,2.46E-08,0.006036764,0.003891092,5.29E-09,0.006036764,0.00405836,5.29E-09,0.006036764,0.003049153,1.67E-07,0.007591354,0.004229439,1.67E-07,0.007591354,0.004229439,7.48E-08,0.004460318,0.002911535,2.46E-08,0.006036764,0.00405836,2.31E-07,0.000147798,0.007842287,0.004853733,0.000887062,9.71E-09,0.006782333,0.006254078,0.000887062,6.16E-06,0.00518738,0.001991486,0.000147798,0.004853733,0.001261037,2.31E-07,0.004644629,0.006707357,0.001648063
477,1.13E-06,0.012438551,0,0,2.26E-06,0.012102303,0,0,0,0.010654531,0,0,0.00103612,0.020061261,0,0,0.00342017,0.01879578,1.16E-05,2.58E-07,0.002235856,0.002122475,0.001706402,0.00015586,0.004344335,0.003309606,0.003178795,0.002300958,0.007483089,0.109,0.163,0.897,0.106,0.245,0.9,7.88E-05,0.001222771,0.007754423,0.001450152,0.004596146,0.00501086,0.007354054,0.001574922,6.86E-05,0.004002546,0.000490082,0.002740607,0.010393017,0.004900336,0.007366441,2.41E-06,0.008225868,0.004940856,2.41E-06,0.008225868,0.004940856,2.41E-06,0.008225868,0.004940856,4.16E-08,0.001544578,0.001728849,2.64E-09,0.005869659,0.005404291,8.75E-09,0.004831209,0.004940856,2.07E-07,0.003178795,0.004056914,4.68E-07,0.00615112,3.55E-08,0.002474825,0.004489625,8.75E-09,0.006633017,0.003265507,3.03E-08,0.007030489,0.004668217,3.55E-08,0.005869659,0.003808285,4.77E-09,0.002821089,0.004141719,1.02E-08,0.005869659,0.003265507,2.22E-08,0.005869659,0.003647659,1.02E-08,0.005869659,0.003120821,3.55E-08,0.005869659,0.003339635,4.77E-09,0.002821089,0.003265507,3.03E-08,0.005869659,0.004578571,6.45E-09,0.005869659,0.004578571,2.87E-07,0.005869659,0.003414933,7.87E-08,0.005869659,0.002413316,1.09E-07,0.005869659,0.003973052,1.06E-06,0.004098181,0.003568966,3.03E-08,0.005869659,0.004141719,5.72E-08,0.005869659,0.004141719,2.59E-08,0.005869659,0.003727441,2.22E-08,0.005869659,0.003973052,4.77E-09,0.005869659,0.004141719,4.77E-09,0.005869659,0.003120821,1.50E-07,0.007477793,0.004314012,1.50E-07,0.007477793,0.004314012,6.71E-08,0.004282852,0.002980984,2.22E-08,0.005869659,0.004141719,2.07E-07,0.000132152,0.007746462,0.004940856,0.000898089,8.75E-09,0.006633017,0.006334985,0.000898089,5.49E-06,0.00501086,0.002041688,0.000132152,0.004940856,0.001288751,2.07E-07,0.004466835,0.006781631,0.00168873
478,1.01E-06,0.012142531,0,0,2.02E-06,0.011802246,0,0,0,0.0104576,0,0,0.00094426,0.020080091,0,0,0.003210159,0.01879578,1.18E-05,2.64E-07,0.002290181,0.002174202,0.001743712,0.000149852,0.004181278,0.00340407,0.003015276,0.002358512,0.00758389,0.0995,0.168,0.847,0.0951,0.253,0.847,7.84E-05,0.001200775,0.007655899,0.001482273,0.004602915,0.004834719,0.007411345,0.001613423,6.86E-05,0.004088854,0.000466745,0.002560563,0.01047136,0.005025008,0.007468275,2.15E-06,0.008212811,0.005027732,2.15E-06,0.008212811,0.005027732,2.15E-06,0.008212811,0.005027732,3.74E-08,0.001431371,0.001771947,2.38E-09,0.005701149,0.005490693,7.89E-09,0.004654628,0.005027732,1.86E-07,0.003015276,0.00414,4.19E-07,0.006232623,3.19E-08,0.002327258,0.00457531,7.89E-09,0.006480639,0.003340178,2.73E-08,0.006891321,0.004754562,3.19E-08,0.005701149,0.003889241,4.31E-09,0.002664765,0.004225425,9.19E-09,0.005701149,0.003340178,1.99E-08,0.005701149,0.003726991,9.19E-09,0.005701149,0.003193429,3.19E-08,0.005701149,0.003415299,4.31E-09,0.002664765,0.003340178,2.73E-08,0.005701149,0.004664615,5.82E-09,0.005701149,0.004664615,2.57E-07,0.005701149,0.003491562,7.07E-08,0.005701149,0.002473295,9.74E-08,0.005701149,0.004055471,9.49E-07,0.00392357,0.00364743,2.73E-08,0.005701149,0.004225425,5.13E-08,0.005701149,0.004225425,2.33E-08,0.005701149,0.003807604,1.99E-08,0.005701149,0.004055471,4.31E-09,0.005701149,0.004225425,4.31E-09,0.005701149,0.003193429,1.34E-07,0.007359431,0.004398812,1.34E-07,0.007359431,0.004398812,6.02E-08,0.004107183,0.003051436,1.99E-08,0.005701149,0.004225425,1.86E-07,0.000118134,0.00764538,0.005027732,0.000910017,7.89E-09,0.006480639,0.006414352,0.000910017,4.89E-06,0.004834719,0.002093155,0.000118134,0.005027732,0.001317636,1.86E-07,0.004290487,0.006853843,0.001730663
479,9.00E-07,0.011839921,0,0,1.81E-06,0.011602208,0,0,0,0.010248602,0,0,0.00085936,0.020052221,0,0,0.00302015,0.01879578,1.19E-05,2.70E-07,0.002346202,0.002225929,0.001790095,0.000143843,0.004018221,0.003498534,0.002855806,0.002417267,0.007682844,0.0904,0.174,0.8,0.0852,0.26,0.798,7.81E-05,0.001178996,0.007551452,0.001515889,0.00460853,0.004659286,0.007465655,0.001653171,6.86E-05,0.004207528,0.000443407,0.002388847,0.010529692,0.005148108,0.007562884,1.92E-06,0.00819457,0.005114283,1.92E-06,0.00819457,0.005114283,1.92E-06,0.00819457,0.005114283,3.36E-08,0.001324214,0.001816307,2.15E-09,0.005531577,0.005576374,7.11E-09,0.004479106,0.005114283,1.66E-07,0.002855806,0.004223422,3.75E-07,0.006312686,2.87E-08,0.002184854,0.004661022,7.11E-09,0.006325519,0.003415668,2.45E-08,0.006748527,0.004840798,2.87E-08,0.005531577,0.003970697,3.89E-09,0.002513078,0.004309408,8.28E-09,0.005531577,0.003415668,1.79E-08,0.005531577,0.003806923,8.28E-09,0.005531577,0.00326693,2.87E-08,0.005531577,0.003491743,3.89E-09,0.002513078,0.003415668,2.45E-08,0.005531577,0.004750619,5.25E-09,0.005531577,0.004750619,2.30E-07,0.005531577,0.003568928,6.34E-08,0.005531577,0.002534445,8.74E-08,0.005531577,0.004138283,8.48E-07,0.003751392,0.003726542,2.45E-08,0.005531577,0.004309408,4.61E-08,0.005531577,0.004309408,2.10E-08,0.005531577,0.003888318,1.79E-08,0.005531577,0.004138283,3.89E-09,0.005531577,0.004309408,3.89E-09,0.005531577,0.00326693,1.21E-07,0.007236489,0.004483768,1.21E-07,0.007236489,0.004483768,5.41E-08,0.003933609,0.003122848,1.79E-08,0.005531577,0.004309408,1.66E-07,0.000105582,0.007539207,0.005114283,0.000922857,7.11E-09,0.006325519,0.006492083,0.000922857,4.36E-06,0.004659286,0.00214587,0.000105582,0.005114283,0.001347694,1.66E-07,0.004115892,0.006923894,0.001773856
