wl,avg.uv.1,avg.uv.2,avg.uv.3,avg.uv.4,cyanistes.caeruleus.1,cyanistes.caeruleus.2,cyanistes.caeruleus.3,cyanistes.caeruleus.4,sturnus.vulgaris.1,sturnus.vulgaris.2,sturnus.vulgaris.3,sturnus.vulgaris.4,avg.v.1,avg.v.2,avg.v.3,avg.v.4,pavo.cristatus.1,pavo.cristatus.2,pavo.cristatus.3,pavo.cristatus.4,cyanistes.caeruleus.dc,gallus.gallus.ach.1,sturnus.vulgaris.ach.1,apis.mellifera.f.1,apis.mellifera.f.2,apis.mellifera.f.3,canis.familiaris.1,canis.familiaris.2,canis.familiaris.ach.1,cie.2deg.1,cie.2deg.2,cie.2deg.3,cie.10deg.1,cie.10deg.2,cie.10deg.3,musca.domestica.1,musca.domestica.2,musca.domestica.3,musca.domestica.4,musca.domestica.ach.1,ctenophorus.sp.1,ctenophorus.sp.2,ctenophorus.sp.3,habronattus.sp.1,habronattus.sp.2,habronattus.sp.3,rhinecanthus.aculeatus.1,rhinecanthus.aculeatus.2,rhinecanthus.aculeatus.3,rhinecanthus.aculeatus.ach.1,notonecta.undulata.1,notonecta.undulata.2,notonecta.undulata.3,notonecta.isulata.1,notonecta.isulata.2,notonecta.isulata.3,notonecta.irrogata.1,notonecta.irrogata.2,notonecta.irrogata.3,notonecta.glauca.1,notonecta.glauca.2,notonecta.glauca.3,gryllus.bimaculatus.1,gryllus.bimaculatus.2,gryllus.bimaculatus.3,gryllus.campestris.1,gryllus.campestris.2,gryllus.campestris.3,locusta.migratoria.1,locusta.migratoria.2,locusta.migratoria.3,periplaneta.americana.1,periplaneta.americana.2,melipona.quadrifasciata.1,melipona.quadrifasciata.2,melipona.quadrifasciata.3,melipona.marginata.1,melipona.marginata.2,melipona.marginata.3,schwarziana.sp.1,schwarziana.sp.2,schwarziana.sp.3,trigona.spinipes.1,trigona.spinipes.2,trigona.spinipes.3,bombus.terrestris.1,bombus.terrestris.2,bombus.terrestris.3,bombus.lapidarius.1,bombus.lapidarius.2,bombus.lapidarius.3,bombus.monticola.1,bombus.monticola.2,bombus.monticola.3,bombus.jonelus.1,bombus.jonelus.2,bombus.jonelus.3,bombus.morio.1,bombus.morio.2,bombus.morio.3,melecta.punctata.1,melecta.punctata.2,melecta.punctata.3,anthophora.acervorum.1,anthophora.acervorum.2,anthophora.acervorum.3,proxylocopa.sp.1,proxylocopa.sp.2,proxylocopa.sp.3,xylocopa.brasilianorum.1,xylocopa.brasilianorum.2,xylocopa.brasilianorum.3,osmia.rufa.1,osmia.rufa.2,osmia.rufa.3,anthidium.manicatum.1,anthidium.manicatum.2,anthidium.manicatum.3,oxaea.flavescens.1,oxaea.flavescens.2,oxaea.flavescens.3,andrena.florea.1,andrena.florea.2,andrena.florea.3,philanthus.triangulum.1,philanthus.triangulum.2,philanthus.triangulum.3,paravespula.germanica.1,paravespula.germanica.2,paravespula.germanica.3,paravespula.vulgaris.1,paravespula.vulgaris.2,paravespula.vulgaris.3,vespa.crabro.f.1,vespa.crabro.f.2,vespa.crabro.f.3,vespa.crabro.m.1,vespa.crabro.m.2,vespa.crabro.m.3,polistes.dominulus.1,polistes.dominulus.2,polistes.dominulus.3,bombus.distinguendis.1,bombus.distinguendis.2,bombus.distinguendis.3,bombus.hortorum.1,bombus.hortorum.2,bombus.hortorum.3,apis.mellifera.m.1,apis.mellifera.m.2,apis.mellifera.m.3,papilio.xuthus.1,papilio.xuthus.2,papilio.xuthus.3,papilio.xuthus.4,papilio.xuthus.5,apodemia.mormo.1,apodemia.mormo.2,apodemia.mormo.3,apodemia.mormo.4,celastrina.argiolus.1,celastrina.argiolus.2,celastrina.argiolus.3,pseudozizeeria.maho.1,pseudozizeeria.maho.2,pseudozizeeria.maho.3,lycaena.rubidus.1,lycaena.rubidus.2,lycaena.rubidus.3,lycaena.rubidus.4
407,0.004349371,8.10E-05,0,0,0.00569866,0.000102019,0,0,0.002960958,0.002415557,0,0,0.010969931,0,0,0,0.009470471,0,2.83E-06,1.65E-07,0.000479421,3.20E-22,3.65E-05,0.001912716,0.007373736,0.001206118,0.007999698,0.001318191,0.0010348,0.0622,0.00642,0.312,0.0561,0.00719,0.258,0.000609688,0.003958387,0.004188121,0.001289771,0.002436236,0.00664846,0.00196872,0.001357423,0.00806175,0.001078853,0.002333722,0.012360351,0.001780972,0.000907859,0.001300527,0.005573133,0.002926519,0.001391623,0.005573133,0.002926519,0.001391623,0.005573133,0.002926519,0.001391623,0.000245163,0.009251165,0.001346561,1.09E-05,0.005988508,0.001446168,4.35E-05,0.006782923,0.001391623,0.001195759,0.007999698,0.001327504,0.002294744,0.001575135,0.000206831,0.008523866,0.001353046,4.35E-05,0.005358816,0.001305706,0.000174303,0.005000005,0.001366757,0.000206831,0.005988508,0.001317362,2.17E-05,0.008264466,0.001331697,5.18E-05,0.005988508,0.001305706,0.000123484,0.005988508,0.001312453,5.18E-05,0.005988508,0.001304906,0.000206831,0.005988508,0.001306484,2.17E-05,0.008264466,0.001305706,0.000174303,0.005988508,0.00135963,3.07E-05,0.005988508,0.00135963,0.001575436,0.005988508,0.001307534,0.000476576,0.005988508,0.001314557,0.000655917,0.005988508,0.00132373,0.003837138,0.007324776,0.001310503,0.000174303,0.005988508,0.001331697,0.000343039,0.005988508,0.001331697,0.000146761,0.005988508,0.001314734,0.000123484,0.005988508,0.00132373,2.17E-05,0.005988508,0.001331697,2.17E-05,0.005988508,0.001304906,0.000892085,0.004547366,0.001341416,0.000892085,0.004547366,0.001341416,0.000404747,0.007188996,0.001305031,0.000123484,0.005988508,0.001331697,0.001195759,0.010366293,0.004228852,0.001391623,0.00143666,4.35E-05,0.005358816,0.001616913,0.00143666,0.007194908,0.00664846,0.001328908,0.010366293,0.001391623,0.001382502,0.001195759,0.00705333,0.001740963,0.001349241
408,0.003990951,0.00012427,0,0,0.005328747,0.000171033,0,0,0.002666401,0.002601445,0,0,0.011031401,0,0,0,0.009550474,0,2.86E-06,1.63E-07,0.000496778,4.81E-22,4.51E-05,0.00182584,0.007506253,0.001209424,0.008108554,0.001303018,0.001079172,0.0707,0.00725,0.355,0.0643,0.00818,0.296,0.000541281,0.003914138,0.004268463,0.001268038,0.002474912,0.00676728,0.002001055,0.001341807,0.007787307,0.001078853,0.002403734,0.013570217,0.001987965,0.000985383,0.001435917,0.005251297,0.002994377,0.001390333,0.005251297,0.002994377,0.001390333,0.005251297,0.002994377,0.001390333,0.000213759,0.009328792,0.001330857,9.53E-06,0.006106309,0.001449233,3.78E-05,0.006901518,0.001390333,0.001061372,0.008108554,0.001319633,0.002073262,0.001586858,0.000180204,0.008623179,0.001348134,3.78E-05,0.005472501,0.001293612,0.000151772,0.005109998,0.001363211,0.000180204,0.006106309,0.001308002,1.89E-05,0.008369001,0.001324369,4.50E-05,0.006106309,0.001293612,0.000107428,0.006106309,0.001302211,4.50E-05,0.006106309,0.001292202,0.000180204,0.006106309,0.001294723,1.89E-05,0.008369001,0.001293612,0.000151772,0.006106309,0.001355388,2.67E-05,0.006106309,0.001355388,0.001407381,0.006106309,0.001296123,0.000417433,0.006106309,0.001299616,0.000576515,0.006106309,0.00131534,0.00354179,0.007440854,0.001299851,0.000151772,0.006106309,0.001324369,0.000299676,0.006106309,0.001324369,0.000127727,0.006106309,0.001304922,0.000107428,0.006106309,0.00131534,1.89E-05,0.006106309,0.001324369,1.89E-05,0.006106309,0.001292202,0.000787555,0.004651291,0.001335245,0.000787555,0.004651291,0.001335245,0.000354016,0.007305957,0.001291785,0.000107428,0.006106309,0.001324369,0.001061372,0.010290438,0.004327531,0.001390333,0.001423887,3.78E-05,0.005472501,0.001631148,0.001423887,0.006893903,0.00676728,0.001313349,0.010290438,0.001390333,0.001367434,0.001061372,0.007171001,0.001762107,0.001333549
409,0.003649911,0.00018426,0,0,0.004978829,0.000282054,0,0,0.002384934,0.002799518,0,0,0.011086141,0,0,0,0.009630478,0,2.89E-06,1.62E-07,0.000516528,6.41E-22,5.37E-05,0.001738964,0.007638771,0.001212731,0.008214717,0.001288083,0.001125047,0.0798,0.00814,0.401,0.0732,0.00926,0.338,0.000482033,0.003882724,0.004352663,0.001248275,0.002523077,0.00688531,0.002035547,0.001326179,0.007427101,0.001068065,0.002427071,0.014677178,0.002190764,0.001055916,0.001565798,0.004933599,0.003064589,0.001390232,0.004933599,0.003064589,0.001390232,0.004933599,0.003064589,0.001390232,0.000186348,0.009401334,0.001315195,8.31E-06,0.006224108,0.001453669,3.29E-05,0.007019152,0.001390232,0.000940416,0.008214717,0.001312618,0.001868074,0.001600252,0.000156996,0.008718904,0.00134424,3.29E-05,0.005586862,0.00128209,0.000132157,0.005221022,0.001360749,0.000156996,0.006224108,0.001299408,1.65E-05,0.008470406,0.001317927,3.92E-05,0.006224108,0.00128209,9.35E-05,0.006224108,0.001292676,3.92E-05,0.006224108,0.001280019,0.000156996,0.006224108,0.001283558,1.65E-05,0.008470406,0.00128209,0.000132157,0.006224108,0.001352196,2.33E-05,0.006224108,0.001352196,0.001254513,0.006224108,0.001285336,0.000365385,0.006224108,0.001284951,0.000506217,0.006224108,0.001307775,0.003258885,0.007555247,0.001289879,0.000132157,0.006224108,0.001317927,0.000261693,0.006224108,0.001317927,0.000111175,0.006224108,0.001295847,9.35E-05,0.006224108,0.001307775,1.65E-05,0.006224108,0.001317927,1.65E-05,0.006224108,0.001280019,0.000694317,0.00475665,0.001330026,0.000694317,0.00475665,0.001330026,0.000309482,0.007421421,0.00127901,9.35E-05,0.006224108,0.001317927,0.000940416,0.010204505,0.0044279,0.001390232,0.001410853,3.29E-05,0.005586862,0.001647128,0.001410853,0.006589819,0.00688531,0.001297939,0.010204505,0.001390232,0.001352253,0.000940416,0.007287357,0.001785179,0.001317884
410,0.00332729,0.00026484,0,0,0.004628912,0.000392075,0,0,0.002115045,0.003006744,0,0,0.011133951,0,0,0,0.009700482,0,2.92E-06,1.60E-07,0.000535909,8.01E-22,6.23E-05,0.001665556,0.007753131,0.001214121,0.008317974,0.001273416,0.001172454,0.0895,0.00908,0.451,0.0828,0.0104,0.383,0.0004296,0.003858469,0.004439608,0.001230017,0.002576637,0.007002366,0.00207221,0.001310565,0.007084048,0.001078853,0.002450408,0.015617852,0.002382864,0.001116214,0.001685816,0.0046214,0.003137112,0.001391362,0.0046214,0.003137112,0.001391362,0.0046214,0.003137112,0.001391362,0.00016244,0.00946856,0.001299601,7.24E-06,0.006341734,0.001459516,2.86E-05,0.007135639,0.001391362,0.0008319,0.008317974,0.001306499,0.001678866,0.001615354,0.000136778,0.008810819,0.001341404,2.86E-05,0.005701747,0.001271176,0.000115087,0.005332932,0.001359414,0.000136778,0.006341734,0.001291619,1.43E-05,0.008568463,0.001312414,3.41E-05,0.006341734,0.001271176,8.14E-05,0.006341734,0.001283888,3.41E-05,0.006341734,0.001268392,0.000136778,0.006341734,0.00127303,1.43E-05,0.008568463,0.001271176,0.000115087,0.006341734,0.001350096,2.02E-05,0.006341734,0.001350096,0.001115996,0.006341734,0.001275212,0.000319649,0.006341734,0.001270595,0.000444107,0.006341734,0.001301075,0.002989282,0.007667757,0.001280624,0.000115087,0.006341734,0.001312414,0.000228457,0.006341734,0.001312414,9.68E-05,0.006341734,0.001287547,8.14E-05,0.006341734,0.001301075,1.43E-05,0.006341734,0.001312414,1.43E-05,0.006341734,0.001268392,0.00061137,0.004863318,0.001325799,0.00061137,0.004863318,0.001325799,0.000270437,0.007535192,0.001266743,8.14E-05,0.006341734,0.001312414,0.0008319,0.010108489,0.004529845,0.001391362,0.001397574,2.86E-05,0.005701747,0.001664889,0.001397574,0.006283768,0.007002366,0.001282707,0.010108489,0.001391362,0.001336982,0.0008319,0.007402207,0.001810209,0.001302273
411,0.00302382,0.00036993,0,0,0.004298989,0.000537102,0,0,0.001856228,0.003235997,0,0,0.011174621,0,0,0,0.009780486,0,2.95E-06,1.58E-07,0.000554879,7.40E-19,7.74E-05,0.001592148,0.007867491,0.001215511,0.008418117,0.001259052,0.001221421,0.0997,0.0101,0.503,0.093,0.0116,0.432,0.000381634,0.0038357,0.004528187,0.001212799,0.002631501,0.007118263,0.002111059,0.001294991,0.006758148,0.001068065,0.002497083,0.016436288,0.002564585,0.001167852,0.001796427,0.004316016,0.003211899,0.001393763,0.004316016,0.003211899,0.001393763,0.004316016,0.003211899,0.001393763,0.000141596,0.009530239,0.001284103,6.32E-06,0.006459017,0.001466813,2.49E-05,0.007250791,0.001393763,0.000734835,0.008418117,0.001301317,0.001505166,0.001632198,0.000119171,0.008898705,0.001339667,2.49E-05,0.005816998,0.001260909,0.000100236,0.005445585,0.001359245,0.000119171,0.006459017,0.001284674,1.25E-05,0.008662958,0.001307869,2.97E-05,0.006459017,0.001260909,7.08E-05,0.006459017,0.001275886,2.97E-05,0.006459017,0.00125736,0.000119171,0.006459017,0.001263174,1.25E-05,0.008662958,0.001260909,0.000100236,0.006459017,0.001349129,1.76E-05,0.006459017,0.001349129,0.000990936,0.006459017,0.001265788,0.000279511,0.006459017,0.001256579,0.000389327,0.006459017,0.001295282,0.002733662,0.007778185,0.001272126,0.000100236,0.006459017,0.001307869,0.000199399,0.006459017,0.001307869,8.43E-05,0.006459017,0.001280062,7.08E-05,0.006459017,0.001295282,1.25E-05,0.006459017,0.001307869,1.25E-05,0.006459017,0.00125736,0.000537751,0.004971167,0.001322604,0.000537751,0.004971167,0.001322604,0.000236241,0.007647074,0.00125502,7.08E-05,0.006459017,0.001307869,0.000734835,0.010002422,0.004633252,0.001393763,0.001384066,2.49E-05,0.005816998,0.001684464,0.001384066,0.005976902,0.007118263,0.001267685,0.010002422,0.001393763,0.001321644,0.000734835,0.007515358,0.001837221,0.001286745
412,0.00273991,0.00050331,0,0,0.003979065,0.000701133,0,0,0.001612916,0.00347365,0,0,0.011207971,0,0,0,0.009850489,0,2.99E-06,1.57E-07,0.000573352,1.48E-18,9.47E-05,0.00151874,0.007981851,0.001216901,0.008514933,0.001245021,0.001271973,0.11,0.0111,0.559,0.104,0.0129,0.483,0.00033579,0.00380874,0.004617287,0.001196157,0.002683574,0.007232814,0.002152101,0.001279484,0.006432247,0.001078853,0.002497083,0.017201145,0.00274073,0.00121472,0.001901352,0.00401869,0.003288898,0.001397474,0.00401869,0.003288898,0.001397474,0.00401869,0.003288898,0.001397474,0.000123433,0.009586142,0.00126873,5.51E-06,0.006575783,0.001475598,2.17E-05,0.007364419,0.001397474,0.00064825,0.008514933,0.001297111,0.001346376,0.001650815,0.000103844,0.00898234,0.001339068,2.17E-05,0.005932459,0.001251326,8.73E-05,0.005558833,0.001360282,0.000103844,0.006575783,0.001278612,1.09E-05,0.008753674,0.001304331,2.58E-05,0.006575783,0.001251326,6.17E-05,0.006575783,0.001268707,2.58E-05,0.006575783,0.001246959,0.000103844,0.006575783,0.00125403,1.09E-05,0.008753674,0.001251326,8.73E-05,0.006575783,0.001349334,1.54E-05,0.006575783,0.001349334,0.000878403,0.006575783,0.001257103,0.000244326,0.006575783,0.001242939,0.000341091,0.006575783,0.001290432,0.002492509,0.007886335,0.001264424,8.73E-05,0.006575783,0.001304331,0.000174015,0.006575783,0.001304331,7.34E-05,0.006575783,0.00127343,6.17E-05,0.006575783,0.001290432,1.09E-05,0.006575783,0.001304331,1.09E-05,0.006575783,0.001246959,0.00047255,0.005080064,0.001320482,0.00047255,0.005080064,0.001320482,0.00020632,0.007756873,0.001243878,6.17E-05,0.006575783,0.001304331,0.00064825,0.009886372,0.004738001,0.001397474,0.001370346,2.17E-05,0.005932459,0.001705881,0.001370346,0.005670401,0.007232814,0.001252901,0.009886372,0.001397474,0.001306262,0.00064825,0.007626616,0.00186624,0.001271325
413,0.00247569,0.00066841,0,0,0.00365914,0.000896171,0,0,0.001383209,0.003734764,0,0,0.011233781,0,0,0,0.009920493,0,3.03E-06,1.55E-07,0.000591354,2.22E-18,0.00011203,0.001445332,0.008096211,0.001218291,0.008608213,0.001231355,0.001324137,0.121,0.0121,0.616,0.115,0.0142,0.538,0.000289723,0.003771915,0.004705795,0.001179625,0.002728765,0.007345833,0.002195344,0.001264069,0.006106347,0.001078853,0.00252042,0.017885956,0.002911522,0.001257039,0.002001127,0.003730576,0.003368052,0.001402533,0.003730576,0.003368052,0.001402533,0.003730576,0.003368052,0.001402533,0.00010761,0.009636044,0.001253508,4.82E-06,0.006691859,0.001485908,1.89E-05,0.007476335,0.001402533,0.000571205,0.008608213,0.001293919,0.001201792,0.001671236,9.05E-05,0.009061506,0.001339647,1.89E-05,0.006047971,0.001242463,7.61E-05,0.005672526,0.001362564,9.05E-05,0.006691859,0.001273472,9.50E-06,0.008840398,0.00130184,2.25E-05,0.006691859,0.001242463,5.37E-05,0.006691859,0.00126239,2.25E-05,0.006691859,0.001237225,9.05E-05,0.006691859,0.001245633,9.50E-06,0.008840398,0.001242463,7.61E-05,0.006691859,0.00135075,1.34E-05,0.006691859,0.00135075,0.000777455,0.006691859,0.001249193,0.000213513,0.006691859,0.001229705,0.000298676,0.006691859,0.001286566,0.002266121,0.007992007,0.001257554,7.61E-05,0.006691859,0.00130184,0.000151852,0.006691859,0.00130184,6.39E-05,0.006691859,0.00126769,5.37E-05,0.006691859,0.001286566,9.50E-06,0.006691859,0.00130184,9.50E-06,0.006691859,0.001237225,0.000414916,0.005189875,0.001319471,0.000414916,0.005189875,0.001319471,0.000180159,0.007864393,0.001233351,5.37E-05,0.006691859,0.00130184,0.000571205,0.009760441,0.00484397,0.001402533,0.00135643,1.89E-05,0.006047971,0.001729169,0.00135643,0.005365464,0.007345833,0.001238388,0.009760441,0.001402533,0.001290859,0.000571205,0.007735788,0.001897286,0.001256042
414,0.00223102,0.0008681,0,0,0.003369208,0.001110211,0,0,0.001168068,0.004015519,0,0,0.011251871,0,0,0,0.010000497,0,3.08E-06,1.54E-07,0.00060908,2.96E-18,0.000129341,0.001382386,0.00819421,0.001219624,0.008697747,0.001218088,0.001377937,0.133,0.0132,0.676,0.127,0.0156,0.596,0.000246968,0.003730041,0.004796028,0.001164058,0.002770349,0.007457135,0.002240789,0.001248774,0.005711835,0.001078853,0.002543757,0.018464258,0.003077183,0.001295029,0.002096291,0.003452716,0.003449299,0.001408977,0.003452716,0.003449299,0.001408977,0.003452716,0.003449299,0.001408977,9.38E-05,0.009679726,0.001238466,4.21E-06,0.006807072,0.001497775,1.65E-05,0.007586351,0.001408977,0.000502802,0.008697747,0.00129178,0.001070635,0.001693489,7.89E-05,0.009135983,0.001341441,1.65E-05,0.006163373,0.001234357,6.63E-05,0.005786515,0.001366129,7.89E-05,0.006807072,0.001269292,8.30E-06,0.008922913,0.001300432,1.96E-05,0.006807072,0.001234357,4.68E-05,0.006807072,0.001256973,1.96E-05,0.006807072,0.001228195,7.89E-05,0.006807072,0.001238021,8.30E-06,0.008922913,0.001234357,6.63E-05,0.006807072,0.001353415,1.17E-05,0.006807072,0.001353415,0.000687156,0.006807072,0.001242096,0.000186551,0.006807072,0.001216911,0.000261426,0.006807072,0.001283721,0.002054611,0.008095003,0.001251554,6.63E-05,0.006807072,0.001300432,0.000132511,0.006807072,0.001300432,5.57E-05,0.006807072,0.001262879,4.68E-05,0.006807072,0.001283721,8.30E-06,0.006807072,0.001300432,8.30E-06,0.006807072,0.001228195,0.000364057,0.005300463,0.001319609,0.000364057,0.005300463,0.001319609,0.000157301,0.007969437,0.001223475,4.68E-05,0.006807072,0.001300432,0.000502802,0.009624771,0.004951031,0.001408977,0.001342338,1.65E-05,0.006163373,0.001754353,0.001342338,0.005063296,0.007457135,0.001224174,0.009624771,0.001408977,0.001275459,0.000502802,0.00784268,0.001930375,0.001240923
415,0.00200552,0.00110459,0,0,0.003089274,0.001370261,0,0,0.000968453,0.004316463,0,0,0.011262051,0,0,0,0.010100502,0,3.13E-06,1.52E-07,0.000626712,3.70E-18,0.000146651,0.001319441,0.008292209,0.001220956,0.008783324,0.00120525,0.001433396,0.145,0.0143,0.738,0.14,0.0171,0.657,0.000211975,0.003691239,0.004890567,0.001150451,0.002814035,0.007566533,0.002288436,0.001233624,0.005385935,0.001078853,0.002543757,0.018909584,0.003237935,0.001328912,0.002187384,0.003186024,0.003532574,0.001416842,0.003186024,0.003532574,0.001416842,0.003186024,0.003532574,0.001416842,8.18E-05,0.009716972,0.001223632,3.68E-06,0.006921245,0.001511235,1.44E-05,0.007694277,0.001416842,0.000442195,0.008783324,0.00129073,0.000952074,0.001717599,6.88E-05,0.009205556,0.001344486,1.44E-05,0.006278503,0.001227044,5.78E-05,0.005900645,0.001371012,6.88E-05,0.006921245,0.001266108,7.24E-06,0.009001007,0.001300147,1.71E-05,0.006921245,0.001227044,4.08E-05,0.006921245,0.001252492,1.71E-05,0.006921245,0.001219903,6.88E-05,0.006921245,0.00123123,7.24E-06,0.009001007,0.001227044,5.78E-05,0.006921245,0.001357364,1.02E-05,0.006921245,0.001357364,0.000606594,0.006921245,0.001235848,0.000162974,0.006921245,0.00120459,0.000228746,0.006921245,0.001281934,0.001857917,0.008195125,0.00124646,5.78E-05,0.006921245,0.001300147,0.000115641,0.006921245,0.001300147,4.86E-05,0.006921245,0.001259034,4.08E-05,0.006921245,0.001281934,7.24E-06,0.006921245,0.001300147,7.24E-06,0.006921245,0.001219903,0.000319244,0.005411687,0.001320932,0.000319244,0.005411687,0.001320932,0.00013734,0.00807181,0.001214286,4.08E-05,0.006921245,0.001300147,0.000442195,0.009479542,0.005059056,0.001416842,0.001328085,1.44E-05,0.006278503,0.001781457,0.001328085,0.004765093,0.007566533,0.00121029,0.009479542,0.001416842,0.001260085,0.000442195,0.0079471,0.001965525,0.001225996
416,0.00179862,0.00137924,0,0,0.002819337,0.001640312,0,0,0.000785326,0.004652676,0,0,0.011264131,0,0,0,0.010100502,0,3.19E-06,1.51E-07,0.0006442,1.30E-15,0.000163961,0.001256495,0.008390208,0.001222289,0.008864736,0.001192873,0.001490536,0.157,0.0155,0.801,0.153,0.0187,0.721,0.00018377,0.003654789,0.004988691,0.001138552,0.002859373,0.00767384,0.002338279,0.001218647,0.005060034,0.001089642,0.002543757,0.019280202,0.003393933,0.001359129,0.002274447,0.002931274,0.003617807,0.001426162,0.002931274,0.003617807,0.001426162,0.002931274,0.003617807,0.001426162,7.14E-05,0.009747571,0.001209034,3.22E-06,0.007034205,0.001526318,1.26E-05,0.007799924,0.001426162,0.000388594,0.008864736,0.001290807,0.000845246,0.00174359,6.00E-05,0.009270009,0.001348819,1.26E-05,0.006393199,0.00122056,5.04E-05,0.006014762,0.001377249,6.00E-05,0.007034205,0.001263956,6.33E-06,0.009074466,0.001301019,1.49E-05,0.007034205,0.00122056,3.56E-05,0.007034205,0.001248983,1.49E-05,0.007034205,0.001212385,6.00E-05,0.007034205,0.001225295,6.33E-06,0.009074466,0.00122056,5.04E-05,0.007034205,0.001362635,8.91E-06,0.007034205,0.001362635,0.000534888,0.007034205,0.001230485,0.00014237,0.007034205,0.001192773,0.000200102,0.007034205,0.001281241,0.00167582,0.008292175,0.00124231,5.04E-05,0.007034205,0.001301019,0.000100929,0.007034205,0.001301019,4.24E-05,0.007034205,0.001256192,3.56E-05,0.007034205,0.001281241,6.33E-06,0.007034205,0.001301019,6.33E-06,0.007034205,0.001212385,0.000279811,0.005523405,0.001323479,0.000279811,0.005523405,0.001323479,0.000119916,0.008171315,0.001205817,3.56E-05,0.007034205,0.001301019,0.000388594,0.009324972,0.005167915,0.001426162,0.001313691,1.26E-05,0.006393199,0.001810501,0.001313691,0.004472026,0.00767384,0.001196767,0.009324972,0.001426162,0.00124476,0.000388594,0.008048853,0.002002745,0.001211288
417,0.00160958,0.00169253,0,0,0.002569396,0.001980377,0,0,0.000620451,0.005000086,0,0,0.011257941,0,0,0,0.010200507,0,3.25E-06,1.50E-07,0.000661522,2.60E-15,0.000181271,0.001193549,0.008488207,0.001223622,0.008941773,0.001180989,0.001549377,0.169,0.0166,0.866,0.166,0.0204,0.788,0.000161376,0.003619973,0.005089681,0.001128108,0.002905917,0.00777887,0.002390312,0.001203869,0.004716981,0.001089642,0.00252042,0.019628882,0.003545375,0.001386384,0.002357561,0.002689085,0.003704923,0.001436969,0.002689085,0.003704923,0.001436969,0.002689085,0.003704923,0.001436969,6.23E-05,0.00977132,0.001194699,2.82E-06,0.007145776,0.001543055,1.10E-05,0.007903104,0.001436969,0.000341266,0.008941773,0.001292045,0.000749279,0.001771484,5.23E-05,0.009329128,0.001354475,1.10E-05,0.006507298,0.001214939,4.40E-05,0.006128711,0.001384875,5.23E-05,0.007145776,0.001262873,5.54E-06,0.009143078,0.001303084,1.30E-05,0.007145776,0.001214939,3.11E-05,0.007145776,0.001246482,1.30E-05,0.007145776,0.001205675,5.23E-05,0.007145776,0.001220251,5.54E-06,0.009143078,0.001214939,4.40E-05,0.007145776,0.001369261,7.79E-06,0.007145776,0.001369261,0.000471201,0.007145776,0.001226042,0.000124373,0.007145776,0.001181493,0.000175015,0.007145776,0.001281679,0.001507962,0.008385955,0.001239137,4.40E-05,0.007145776,0.001303084,8.81E-05,0.007145776,0.001303084,3.70E-05,0.007145776,0.001254387,3.11E-05,0.007145776,0.001281679,5.54E-06,0.007145776,0.001303084,5.54E-06,0.007145776,0.001205675,0.000245153,0.005635474,0.001327282,0.000245153,0.005635474,0.001327282,0.000104712,0.008267758,0.001198104,3.11E-05,0.007145776,0.001303084,0.000341266,0.009161318,0.005277471,0.001436969,0.001299172,1.10E-05,0.006507298,0.001841503,0.001299172,0.004185224,0.00777887,0.001183634,0.009161318,0.001436969,0.00122951,0.000341266,0.008147746,0.002042046,0.001196827
418,0.00143754,0.00204404,0,0,0.00233945,0.00231044,0,0,0.000478476,0.005367414,0,0,0.011243311,0,0,0,0.010300512,0,3.32E-06,1.49E-07,0.000678892,3.90E-15,0.000198582,0.001141737,0.008569358,0.001227991,0.009014228,0.00116963,0.001609937,0.181,0.0179,0.93,0.18,0.0221,0.856,0.000143819,0.003586072,0.005192816,0.001118867,0.002953219,0.007881435,0.002444521,0.001189316,0.004391081,0.001089642,0.002497083,0.019920913,0.003692554,0.001411291,0.002437325,0.002459921,0.003793844,0.001449296,0.002459921,0.003793844,0.001449296,0.002459921,0.003793844,0.001449296,5.44E-05,0.009788025,0.001180654,2.47E-06,0.007255783,0.001561473,9.59E-06,0.008003628,0.001449296,0.000299536,0.009014228,0.001294479,0.000663308,0.0018013,4.57E-05,0.009382702,0.001361488,9.59E-06,0.006620634,0.001210217,3.84E-05,0.006242335,0.001393922,4.57E-05,0.007255783,0.001262894,4.84E-06,0.009206635,0.001306378,1.14E-05,0.007255783,0.001210217,2.71E-05,0.007255783,0.001245025,1.14E-05,0.007255783,0.001199808,4.57E-05,0.007255783,0.001216135,4.84E-06,0.009206635,0.001210217,3.84E-05,0.007255783,0.001377276,6.81E-06,0.007255783,0.001377276,0.000414746,0.007255783,0.001222554,0.000108658,0.007255783,0.001170781,0.000153059,0.007255783,0.001283282,0.001353862,0.008476267,0.001236978,3.84E-05,0.007255783,0.001306378,7.69E-05,0.007255783,0.001306378,3.23E-05,0.007255783,0.001253656,2.71E-05,0.007255783,0.001283282,4.84E-06,0.007255783,0.001306378,4.84E-06,0.007255783,0.001199808,0.000214723,0.005747749,0.001332378,0.000214723,0.005747749,0.001332378,9.14E-05,0.008360943,0.00119118,2.71E-05,0.007255783,0.001306378,0.000299536,0.008988875,0.005387591,0.001449296,0.001284548,9.59E-06,0.006620634,0.00187448,0.001284548,0.003905761,0.007881435,0.001170921,0.008988875,0.001449296,0.001214357,0.000299536,0.008243586,0.002083434,0.00118264
